URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
150793,936,Surrey,4013,Surrey Maths School,39,Free schools 16 to 19,11,Free Schools,1,Open,11,Academy Free School,01-09-2024,99,,,6,16 plus,16,19,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,00,Does not apply,None,0000,Not applicable,4,Non-selective,200,0,Not applicable,15-01-2026,151,112,39,.00,3,Supported by a multi-academy trust,17054,LEARNING PARTNERS ACADEMY TRUST,Linked to a sponsor,LEARNING PARTNERS ACADEMY TRUST,Not applicable,,,10095885,,,03-07-2026,Mary Road,,,Guildford,,GU1 4QU,https://surreymathsschool.co.uk/,01483974211,Ms,"Nora Kettleborough,",Mrs Sahar Shillabeer,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000209,Guildford,E05014959,Stoke,E14001258,Guildford,UN1,Urban: Nearer to a major town or city,E10000030,499278,149931,Guildford 013,Guildford 013C,,,,,,999,,,United Kingdom,10007089049,,0,Not applicable,0,Not applicable,,,E02006356,E01030451,0,
150808,850,Hampshire,6116,Hawley Woods School,10,Other independent special school,5,Special schools,1,Open,06,New Provision,26-09-2024,99,,,0,Not applicable,7,17,1,No boarders,Not applicable,0,Not applicable,3,Mixed,99,,None,0000,Not applicable,9,,90,0,Not applicable,15-01-2026,67,47,20,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,03-07-2026,Fernhill Road,Blackwater,,Camberley,Hampshire,GU17 9HU,https://www.kedlestongroup.com/schools/hawley-woods/,01276548470,Mrs,Hannah,Stroud,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E07000089,Hart,E05009352,Blackwater and Hawley,E14001063,Aldershot,RSN1,Smaller rural: Nearer to a major town or city,E10000014,485081,158337,Hart 003,Hart 003A,Ofsted,27,,,Kedleston Schools (London) Ltd,999,,,United Kingdom,100062330469,,0,Not applicable,0,Not applicable,,,E02004753,E01022846,,
150828,938,West Sussex,3051,Balcombe Cofe Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-07-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,02,Church of England,Does not apply,CE10,Diocese of Chichester,0,Not applicable,150,2,No Special Classes,15-01-2026,140,71,69,7.90,3,Supported by a multi-academy trust,17568,HURST EDUCATION TRUST LIMITED,-,,Not applicable,,,10094953,,,03-07-2026,London Road,Balcombe,,Haywards Heath,West Sussex,RH17 6HS,http://www.balcombeschool.co.uk,01444811403,Mr,Ben,Turney,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014708,"Ardingly, Balcombe & Turners Hill",E14001212,East Grinstead and Uckfield,RLN1,Larger rural: Nearer to a major town or city,E10000032,530737,130702,Mid Sussex 007,Mid Sussex 007B,Not applicable,,,,,999,,,,100062487136,,0,Not applicable,0,Not applicable,,,E02006610,E01031693,11,
150864,936,Surrey,6074,Emerald Place Clinic School (EPCS),10,Other independent special school,5,Special schools,1,Open,06,New Provision,16-07-2024,99,,,0,Not applicable,12,18,1,No boarders,Not applicable,0,Not applicable,3,Mixed,99,,None,0000,Not applicable,9,,12,0,Not applicable,15-01-2026,12,1,11,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,03-07-2026,"Emerald Place, Farmfield Drive",,,Charlwood,Surrey,RH6 0BN,https://www.elysiumhealthcare.co.uk/education/emerald-place-clinic-school/,01737301597,Mrs,Kate,Ball,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E07000210,Mole Valley,E05015346,"Capel, Leigh, Newdigate & Charlwood",E14001201,Dorking and Horley,RSN1,Smaller rural: Nearer to a major town or city,E10000030,525811,142328,Mole Valley 013,Mole Valley 013D,Ofsted,,,,Elysium Healthcare Limited,999,,,United Kingdom,10010537842,,0,Not applicable,0,Not applicable,,,E02006374,E01030531,,
150929,936,Surrey,3916,St Joseph's Catholic Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,03,Roman Catholic,Does not apply,RC02,Diocese of Arundel and Brighton,0,Not applicable,630,9,,15-01-2026,595,329,266,6.70,3,Supported by a multi-academy trust,16307,XAVIER CATHOLIC EDUCATION TRUST,Linked to a sponsor,Xavier Catholic Education Trust,Not applicable,,,10095210,,,03-07-2026,Linkfield Lane,,,Redhill,Surrey,RH1 1EA,www.stjosephs-redhill.surrey.sch.uk/,01737765373,Mr,Thomas,Hall,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000211,Reigate and Banstead,E05012883,Redhill West & Wray Common,E14001442,Reigate,UN1,Urban: Nearer to a major town or city,E10000030,527356,150725,Reigate and Banstead 010,Reigate and Banstead 010B,Not applicable,,,,,999,,,United Kingdom,68129757,,0,Not applicable,0,Not applicable,,,E02006384,E01030616,40,
150930,936,Surrey,3421,St Francis Catholic Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,03,Roman Catholic,Does not apply,RC02,Diocese of Arundel and Brighton,0,Not applicable,420,2,No Special Classes,15-01-2026,398,199,199,9.50,3,Supported by a multi-academy trust,16307,XAVIER CATHOLIC EDUCATION TRUST,Linked to a sponsor,Xavier Catholic Education Trust,Not applicable,,,10095209,,,03-07-2026,Whyteleafe Road,,,Caterham,Surrey,CR3 5ED,www.stfrancis.surrey.sch.uk/,01883342005,Mr,Patrick,Doyle,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000215,Tandridge,E05015895,Portley & Queens Park,E14001215,East Surrey,UN1,Urban: Nearer to a major town or city,E10000030,533599,156894,Tandridge 003,Tandridge 003C,Not applicable,,,,,999,,,,100062277644,,0,Not applicable,0,Not applicable,,,E02006430,E01030846,38,
150939,306,Croydon,6037,Supreme Education AP,10,Other independent special school,5,Special schools,1,Open,06,New Provision,30-10-2024,99,,,0,Not applicable,11,19,1,No boarders,Not applicable,0,Not applicable,3,Mixed,99,,None,0000,Not applicable,2,Selective,50,0,Not applicable,15-01-2026,18,10,8,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,03-07-2026,"CSEP, 32-34 Sydenham Road",,,Croydon,Surrey,CR0 2EF,www.supremeeducationap.org,03303202161,Mr,Geoffrey,Opoku,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05011468,Fairfield,E14001188,Croydon West,UN1,Urban: Nearer to a major town or city,E09000008,532710,166297,Croydon 020,Croydon 020G,Ofsted,10,20,,Supreme Education AP,999,,,United Kingdom,100022904386,,0,Not applicable,0,Not applicable,,,E02000213,E01034142,,
150946,938,West Sussex,3350,"Holy Trinity Church of England Primary School, Cuckfield",34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-08-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,02,Church of England,Does not apply,CE10,Diocese of Chichester,0,Not applicable,420,2,No Special Classes,15-01-2026,420,214,206,8.10,3,Supported by a multi-academy trust,17568,HURST EDUCATION TRUST LIMITED,-,,Not applicable,,,10095491,,,03-07-2026,Glebe Road,,,Haywards Heath,West Sussex,RH17 5BQ,http://www.holytrinity-cuckfield.w-sussex.sch.uk,01444454295,Mrs,Ann,MacGregor,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014718,"Cuckfield, Bolney & Ansty",E14001366,Mid Sussex,RLN1,Larger rural: Nearer to a major town or city,E10000032,530893,124940,Mid Sussex 011,Mid Sussex 011A,Not applicable,,,,,999,,,United Kingdom,100062485966,,0,Not applicable,0,Not applicable,,,E02006614,E01031726,34,
150951,850,Hampshire,4183,Frogmore Community College,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-10-2024,99,,,4,Secondary,11,16,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,4,Non-selective,939,2,No Special Classes,15-01-2026,630,318,312,20.20,3,Supported by a multi-academy trust,16644,WEYDON MULTI ACADEMY TRUST,Linked to a sponsor,Weydon Multi Academy Trust,Not applicable,,,10095488,,,03-07-2026,Potley Hill Road,,,Yateley,Hampshire,GU46 6AG,http://www.frogmorecollege.co.uk,01252408444,Co Headteacher,Matthew Venton,Laura Goulborn,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000089,Hart,E05009361,Yateley East,E14001063,Aldershot,UN1,Urban: Nearer to a major town or city,E10000014,482956,160182,Hart 001,Hart 001B,Not applicable,,,,,917,Pre LGR (1997) Hampshire,,,100062349166,,0,Not applicable,0,Not applicable,,,E02004751,E01022891,127,
150983,938,West Sussex,3357,St Wilfrid's Catholic Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,03,Roman Catholic,Does not apply,RC02,Diocese of Arundel and Brighton,0,Not applicable,420,2,No Special Classes,15-01-2026,433,214,219,5.50,3,Supported by a multi-academy trust,16631,BOSCO CATHOLIC EDUCATION TRUST,Linked to a sponsor,Bosco Catholic Education Trust,Not applicable,,,10095467,,,03-07-2026,School Close,Queen Elizabeth Avenue,,Burgess Hill,West Sussex,RH15 9RJ,http://www.st-wilfrids-burgesshill.w-sussex.sch.uk,01444235254,Mrs,Natalie,McCarthy,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014713,Burgess Hill Meeds & Hammonds,E14001366,Mid Sussex,UN1,Urban: Nearer to a major town or city,E10000032,530950,118958,Mid Sussex 014,Mid Sussex 014D,Not applicable,,,,,999,,,,100062483978,,0,Not applicable,0,Not applicable,,,E02006617,E01031709,24,
151007,936,Surrey,7049,Clifton Hill School,44,Academy special converter,10,Academies,1,Open,10,Academy Converter,01-11-2024,99,,,0,Not applicable,11,19,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,85,1,Has Special Classes,15-01-2026,86,55,31,34.90,3,Supported by a multi-academy trust,16644,WEYDON MULTI ACADEMY TRUST,Linked to a sponsor,Weydon Multi Academy Trust,Not applicable,,,10095746,,,03-07-2026,Chaldon Road,,,Caterham,Surrey,CR3 5PN,http://www.clifton-hill.surrey.sch.uk,01883347740,Mrs,Lucy,Wijsveld,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,Not applicable,,,,,J,South East,E07000215,Tandridge,E05015895,Portley & Queens Park,E14001215,East Surrey,UN1,Urban: Nearer to a major town or city,E10000030,532629,155571,Tandridge 005,Tandridge 005C,Not applicable,,,,,999,,,,10007910147,,0,Not applicable,0,Not applicable,,,E02006432,E01030848,22,
151106,936,Surrey,2124,Felbridge Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,218,2,No Special Classes,15-01-2026,207,100,107,4.80,3,Supported by a multi-academy trust,16675,TANDRIDGE LEARNING TRUST,Linked to a sponsor,Tandridge Learning Trust,Not applicable,,,10095845,,,03-07-2026,Crawley Down Road,Felbridge,,East Grinstead,West Sussex,RH19 2NT,http://www.felbridgeprimary.com,01342323413,Mrs,Emma,Thorp,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000215,Tandridge,E05015888,Dormansland & Felbridge,E14001215,East Surrey,UN1,Urban: Nearer to a major town or city,E10000030,536803,139676,Tandridge 011,Tandridge 011E,Not applicable,,,,,999,,,,200000142639,,0,Not applicable,0,Not applicable,,,E02006438,E01030823,10,
151129,936,Surrey,2083,Ewell Grove Primary and Nursery School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-11-2024,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,15-01-2026,440,229,211,9.80,3,Supported by a multi-academy trust,3805,LUMEN LEARNING TRUST,Linked to a sponsor,Lumen Learning Trust,Not applicable,,,10095828,,,03-07-2026,West Street,Ewell,,Epsom,Surrey,KT17 1UZ,http://www.ewellgroveprimaryandnursery.co.uk,02083934393,Miss,Paula,Rising,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000208,Epsom and Ewell,E05015098,Ewell Village,E14001227,Epsom and Ewell,UN1,Urban: Nearer to a major town or city,E10000030,521939,162471,Epsom and Ewell 010,Epsom and Ewell 010C,Not applicable,,,,,999,,,,200004011828,,0,Not applicable,0,Not applicable,,,E02006837,E01030392,42,
151190,936,Surrey,5415,All Hallows Catholic School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-10-2024,99,,,4,Secondary,11,18,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,03,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),4,Non-selective,1453,2,No Special Classes,15-01-2026,1514,759,755,14.90,3,Supported by a multi-academy trust,4717,MOTHER TERESA CATHOLIC ACADEMY TRUST,Linked to a sponsor,Mother Teresa Catholic Academy Trust,Not applicable,,,10096071,,,03-07-2026,Weybourne Road,,,Farnham,Surrey,GU9 9HF,http://www.allhallows.net,01252319211,Mr,Mark,Baines,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000216,Waverley,E05015160,Farnham Weybourne,E14001234,Farnham and Bordon,UN1,Urban: Nearer to a major town or city,E10000030,485617,149105,Waverley 001,Waverley 001D,Not applicable,,,,,999,,,,200001283336,,0,Not applicable,0,Not applicable,,,E02006439,E01030904,186,
151191,936,Surrey,7051,Brooklands School,44,Academy special converter,10,Academies,1,Open,10,Academy Converter,01-12-2024,99,,,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,163,1,Has Special Classes,15-01-2026,176,121,55,30.70,3,Supported by a multi-academy trust,16644,WEYDON MULTI ACADEMY TRUST,Linked to a sponsor,Weydon Multi Academy Trust,Not applicable,,,10096070,,,03-07-2026,27 Wray Park Road,,,REIGATE,Surrey,RH2 0DF,http://www.brooklands.surrey.sch.uk,01737249941,Mrs,Teresa,Prior,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,Not applicable,,,,,J,South East,E07000211,Reigate and Banstead,E05012884,Reigate,E14001442,Reigate,UN1,Urban: Nearer to a major town or city,E10000030,525960,151014,Reigate and Banstead 009,Reigate and Banstead 009F,Not applicable,,,,,999,,,,68157998,,0,Not applicable,0,Not applicable,,,E02006383,E01030627,54,
151192,938,West Sussex,3335,St Margaret's Church of England Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-11-2024,99,,,2,Primary,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,02,Church of England,Does not apply,CE10,Diocese of Chichester,0,Not applicable,420,2,No Special Classes,15-01-2026,423,218,205,19.10,3,Supported by a multi-academy trust,5488,DIOCESE OF CHICHESTER ACADEMY TRUST,Linked to a sponsor,Diocese of Chichester Academy Trust,Not applicable,,,10096069,,,03-07-2026,The Mardens,Ifield,,Crawley,West Sussex,RH11 0AQ,www.st-margaretsifield.w-sussex.sch.uk/,01293521077,Mrs,Jillian,Hine,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resourced provision,8,8,,,J,South East,E07000226,Crawley,E05012918,Ifield,E14001184,Crawley,UN1,Urban: Nearer to a major town or city,E10000032,525569,137316,Crawley 003,Crawley 003C,Not applicable,,,,,999,,,,100062474953,,0,Not applicable,0,Not applicable,,,E02006577,E01031572,81,
151193,938,West Sussex,3366,Crawley Down Village CofE School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-12-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,02,Church of England,Does not apply,CE10,Diocese of Chichester,0,Not applicable,420,0,Not applicable,15-01-2026,396,201,195,8.80,3,Supported by a multi-academy trust,17568,HURST EDUCATION TRUST LIMITED,-,,Not applicable,,,10096068,,,03-07-2026,Hophurst Drive,Crawley Down,,Crawley,West Sussex,RH10 4XA,http://www.crawleydownschool.com,01342713292,Mr,Oliver,Burcombe,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000228,Mid Sussex,E05014717,Crawley Down,E14001212,East Grinstead and Uckfield,RLN1,Larger rural: Nearer to a major town or city,E10000032,534854,137908,Mid Sussex 005,Mid Sussex 005D,Not applicable,,,,,999,,,,10070640261,,0,Not applicable,0,Not applicable,,,E02006608,E01031725,35,
151198,936,Surrey,2064,Normandy Village School,34,Academy converter,10,Academies,1,Open,04,Fresh Start,01-07-2024,99,,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,9999,,9,,210,0,Not applicable,15-01-2026,194,97,97,16.50,3,Supported by a multi-academy trust,5481,SOUTH FARNHAM EDUCATIONAL TRUST,Linked to a sponsor,South Farnham Educational Trust,Not applicable,,,10096002,,,03-07-2026,School Lane,,,Guildford,,GU3 2HS,https://www.normandyvillageschool.org/,,Mr,Jonathan,Franks,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000209,Guildford,E05014953,Normandy & Pirbright,E14001532,Surrey Heath,UN1,Urban: Nearer to a major town or city,E10000030,491884,151541,Guildford 002,Guildford 002A,,,,,,999,,,United Kingdom,10007050301,,0,Not applicable,0,Not applicable,,,E02006345,E01030465,32,
151287,936,Surrey,2136,Beacon Hill Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-11-2024,99,,,2,Primary,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,244,2,No Special Classes,15-01-2026,186,90,96,11.80,3,Supported by a multi-academy trust,16644,WEYDON MULTI ACADEMY TRUST,Linked to a sponsor,Weydon Multi Academy Trust,Not applicable,,,10096341,,,03-07-2026,Beacon Hill Road,,,Hindhead,Surrey,GU26 6NR,http://www.beacon-hill.surrey.sch.uk,01428605597,Dr,Rebecca,Neeves,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000216,Waverley,E05015167,Hindhead & Beacon Hill,E14001234,Farnham and Bordon,UN1,Urban: Nearer to a major town or city,E10000030,487320,136651,Waverley 018,Waverley 018E,Not applicable,,,,,999,,,,100062339206,,0,Not applicable,0,Not applicable,,,E02006839,E01030935,22,
151288,936,Surrey,3327,St Paul's CofE Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-11-2024,99,,,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,02,Church of England,Does not apply,CE17,Diocese of Guildford,0,Not applicable,420,2,No Special Classes,15-01-2026,397,188,209,7.80,3,Supported by a multi-academy trust,3201,THE GOOD SHEPHERD TRUST,Linked to a sponsor,The Good Shepherd Trust,Not applicable,,,10096340,,,03-07-2026,St Paul's Road West,,,Dorking,Surrey,RH4 2HS,http://www.stpaulsschool-dorking.co.uk,01306883547,Mr,Gary,Papworth,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000210,Mole Valley,E05015348,Dorking South,E14001201,Dorking and Horley,UN1,Urban: Nearer to a major town or city,E10000030,516826,148995,Mole Valley 010,Mole Valley 010C,Not applicable,,,,,999,,,,200000161182,,0,Not applicable,0,Not applicable,,,E02006371,E01030537,31,
